emp_no,first_name,last_name,birth_date,from_date,to_date,titles
256730,Cedric,Itzigehl,1952-10-21,2000-01-22,2001-06-07,Engineer
256742,Baoqiu,Goodrum,1961-05-12,2000-12-27,1999-01-01,Senior Staff
256791,Kellie,Ertl,1953-10-21,2000-06-14,1999-01-01,Senior Engineer
256802,Felicidad,Pelz,1962-03-06,2000-04-25,1999-01-01,Technique Leader
256848,Fumiko,Vilarrasa,1963-07-19,2000-01-12,2000-03-20,Staff
256884,Ingmar,Marquardt,1964-12-06,2000-11-29,1999-01-01,Senior Engineer
256948,Tonny,Shimshoni,1960-08-09,2000-01-25,1999-01-01,Staff
256994,Berni,Plavsic,1963-11-15,2000-01-06,2000-01-12,Staff
257013,Vojin,Oppitz,1953-07-08,2000-01-08,1999-01-01,Assistant Engineer
257014,Volkmar,Panienski,1961-08-06,2000-06-12,2001-05-24,Senior Engineer
257185,Hyuncheol,Thibadeau,1957-05-01,2000-03-25,2000-05-02,Technique Leader
257233,Kazuhiko,Thombley,1964-04-25,2000-08-01,1999-01-01,Engineer
257330,Tuval,Desikan,1964-07-11,2000-10-06,1999-01-01,Senior Engineer
257385,Anoosh,Fiebach,1958-04-12,2000-09-23,2002-03-12,Senior Engineer
257413,Bodo,Rullman,1956-05-02,2000-12-24,1999-01-01,Staff
257527,Phuoc,Percebois,1955-03-23,2000-05-01,2000-05-06,Engineer
257553,Lenore,Pews,1958-04-01,2000-01-15,1999-01-01,Senior Engineer
257691,Guenter,Bernardinello,1958-06-02,2000-01-16,1999-01-01,Technique Leader
257734,Kagan,Lichtman,1956-09-03,2000-06-15,2001-02-19,Assistant Engineer
257774,Barry,Garnick,1964-07-02,2000-01-30,1999-01-01,Assistant Engineer
257790,Heon,Eterovic,1955-07-31,2000-05-27,1999-01-01,Engineer
257801,Duri,Aamodt,1963-04-16,2000-01-12,1999-01-01,Engineer
257814,Jovan,Pavlopoulou,1954-09-22,2000-05-29,2000-07-17,Engineer
257864,Kankanahalli,McFarlan,1960-09-10,2000-05-28,1999-01-01,Staff
257872,Shigenori,Chaudhuri,1958-04-24,2000-09-02,1999-01-01,Senior Engineer
257952,Kristian,Merel,1962-11-20,2000-01-30,1999-01-01,Staff
258028,Mountaz,Reinhart,1965-01-07,2000-01-21,2001-07-03,Engineer
258047,Barry,Juneja,1960-10-11,2000-07-25,2000-11-17,Senior Staff
258197,Saeko,Ranka,1954-09-24,2000-08-31,1999-01-01,Senior Engineer
258268,Goa,Ranka,1960-02-06,2000-06-27,1999-01-01,Senior Staff
258289,Make,Trelles,1959-10-05,2000-06-14,1999-01-01,Senior Engineer
258319,Divier,Picel,1961-01-28,2000-11-06,1999-01-01,Engineer
258392,Naftaly,Raczkowsky,1963-09-05,2000-07-28,1999-01-01,Engineer
258410,Hongzue,Krone,1953-06-30,2000-01-12,2002-03-10,Senior Engineer
258457,TRUE,Gihr,1953-05-16,2000-12-10,1999-01-01,Senior Staff
258509,Kersti,Kaelbling,1960-08-06,2000-01-25,2000-09-29,Staff
258543,Anneli,Vadhan,1953-03-19,2000-07-23,1999-01-01,Senior Engineer
258694,Perry,Montemayor,1959-02-01,2000-01-24,1999-01-01,Technique Leader
258740,Zhilian,Nivat,1959-05-30,2000-01-24,1999-01-01,Technique Leader
258791,Zhenhua,Feldhoffer,1957-01-26,2000-09-18,1999-01-01,Engineer
258829,Aimee,Beznosov,1958-08-26,2000-03-29,1999-01-01,Staff
258830,Junichi,Thimonier,1959-04-29,2000-01-25,2000-08-23,Engineer
258837,Zhanqiu,Busillo,1958-12-24,2000-01-26,2000-12-22,Engineer
258871,Arunas,Hinsberger,1957-12-01,2000-03-03,1999-01-01,Staff
258914,Avishai,Deyuan,1964-09-05,2000-01-21,2000-03-20,Engineer
258940,Wanqing,Leivant,1957-01-23,2000-01-15,2000-07-20,Staff
258946,Niranjan,Litzkow,1957-12-15,2000-11-10,1999-01-01,Engineer
259089,Aamer,Baba,1963-06-08,2000-08-03,1999-01-01,Staff
259134,Elgin,Raney,1953-08-22,2000-12-25,1999-01-01,Senior Staff
259142,Sailaja,Marshall,1961-01-04,2000-12-23,1999-01-01,Senior Staff
259153,Zdislav,Kemmerer,1958-12-20,2000-03-26,1999-01-01,Staff
259161,Foong,Schusler,1961-07-19,2000-06-16,1999-01-01,Senior Staff
259177,Bilhanan,Bouloucos,1954-07-13,2000-01-05,1999-01-01,Assistant Engineer
259226,Anoosh,Falby,1961-05-07,2000-11-20,1999-01-01,Engineer
259235,Munehiko,Georgatos,1958-09-19,2000-04-08,1999-01-01,Engineer
259308,Aloys,Oppitz,1958-09-26,2000-08-29,1999-01-01,Staff
259314,Chenxi,Radwan,1952-07-13,2000-01-10,2000-11-30,Engineer
259334,Gianluca,Bakhtari,1961-06-07,2000-01-07,1999-01-01,Engineer
259369,Sukumar,Biran,1957-04-28,2000-02-11,1999-01-01,Senior Staff
259378,Kaijung,Rotem,1960-03-15,2000-09-17,1999-01-01,Senior Engineer
259438,Keiichiro,Usery,1961-10-05,2000-02-19,2001-10-09,Senior Staff
259487,Mabry,Rosaz,1954-07-01,2000-06-21,1999-01-01,Engineer
259536,Siamak,Verhoeff,1953-07-08,2000-01-17,1999-01-01,Engineer
259540,Tonny,Jording,1956-01-04,2000-08-19,2000-11-15,Assistant Engineer
259578,Hideo,Terwilliger,1958-07-29,2000-01-03,1999-01-01,Engineer
259594,Xinan,Marrakchi,1961-10-13,2000-01-15,2001-10-17,Staff
259657,Bluma,Henders,1955-09-24,2000-06-26,1999-01-01,Senior Staff
259697,Mircea,Bresenham,1957-03-22,2000-07-26,1999-01-01,Senior Staff
259876,Aris,Kaelbling,1959-08-19,2000-01-22,1999-01-01,Staff
260013,Chaitali,Chelton,1958-06-14,2000-01-01,1999-01-01,Senior Staff
260301,Jayson,Carrere,1957-11-19,2000-01-10,1999-01-01,Staff
260307,Anyuan,Dalton,1955-02-01,2000-09-20,1999-01-01,Staff
260339,Marke,Juneja,1962-10-29,2000-01-21,2001-06-28,Staff
260458,Tetsurou,Otillio,1957-05-30,2000-01-31,1999-01-01,Engineer
260507,Foong,Lueh,1954-07-15,2000-04-12,1999-01-01,Staff
260558,Radhakrishnan,Bennet,1960-06-04,2000-05-07,1999-01-01,Staff
260567,Lenore,Lorho,1952-03-07,2000-06-02,1999-01-01,Staff
260633,Takahira,Nergos,1956-05-23,2000-09-10,1999-01-01,Senior Engineer
260682,Denny,Beerel,1959-06-22,2000-01-19,2000-02-29,Technique Leader
260738,Val,Sudkamp,1964-12-21,2000-11-22,1999-01-01,Engineer
260747,Limsoon,Straney,1957-02-04,2000-02-29,1999-01-01,Senior Engineer
260766,Gil,Bouloucos,1954-10-29,2000-01-30,2000-07-06,Senior Engineer
260948,Mohit,Edelhoff,1961-10-26,2000-03-07,2000-05-17,Staff
261010,Fei,Nourani,1953-10-03,2000-01-03,1999-01-01,Engineer
261059,Filipp,Norsworthy,1959-06-28,2000-01-09,1999-01-01,Engineer
261113,Shaowen,Jansch,1954-05-14,2000-01-16,2002-04-10,Technique Leader
261170,Mang,Benantar,1961-06-23,2000-01-08,2000-03-11,Senior Staff
261253,Adin,Kriebel,1963-09-08,2000-05-07,1999-01-01,Engineer
261264,Manu,Lally,1955-04-18,2000-12-27,1999-01-01,Staff
261349,Arnd,Theuretzbacher,1953-07-05,2000-01-18,1999-01-01,Staff
261415,Fay,Bruckman,1964-06-08,2000-10-24,2000-10-31,Senior Staff
261426,Chanjung,Flasterstein,1962-04-14,2000-02-18,1999-01-01,Staff
261453,Kenton,Lieblein,1963-02-17,2000-05-11,1999-01-01,Senior Staff
261471,Branimir,Mungall,1956-08-05,2000-05-23,2001-05-22,Engineer
261521,Kayoko,Baezner,1964-05-01,2000-05-08,1999-01-01,Engineer
261570,Chandrasekaran,Kushner,1962-08-13,2000-02-02,2001-01-17,Engineer
261580,Kellie,Chappelet,1953-10-14,2000-01-14,1999-01-01,Engineer
261617,Domenico,Kolinko,1954-05-06,2000-08-11,1999-01-01,Technique Leader
261643,Xinglin,Birsak,1961-05-30,2000-01-17,1999-01-01,Staff
261776,Sachio,Erbe,1962-08-22,2000-01-05,1999-01-01,Engineer
261784,Amstein,Vrecion,1955-08-25,2000-09-24,1999-01-01,Senior Engineer
261787,Tesuya,Stenning,1957-01-06,2000-01-06,1999-01-01,Engineer
261794,Mingdong,Dulli,1961-05-06,2000-02-08,1999-01-01,Staff
261823,Jagoda,Nishimukai,1952-11-12,2000-01-23,1999-01-01,Assistant Engineer
261875,Niranjan,Zucker,1959-11-11,2000-01-03,1999-01-01,Engineer
261933,Lidong,Cangellaris,1959-08-23,2000-12-10,1999-01-01,Staff
262005,Shaz,Sommer,1962-11-12,2000-01-05,1999-01-01,Senior Staff
262129,Moon,Schnabel,1954-03-08,2000-10-05,1999-01-01,Senior Engineer
262152,Yoshinari,Schwabacher,1958-01-31,2000-01-21,1999-01-01,Staff
262244,Gal,Ramaiah,1963-05-08,2000-06-17,2000-08-07,Technique Leader
262245,Raimond,Waschkowski,1959-10-30,2000-01-24,1999-01-01,Senior Engineer
262338,Taisook,Highland,1952-07-23,2000-12-04,1999-01-01,Engineer
262365,Shahaf,Chappelet,1958-08-12,2000-06-24,1999-01-01,Senior Staff
262421,Edwin,Chinen,1964-07-16,2000-07-06,1999-01-01,Senior Engineer
262442,Renny,Greenaway,1958-10-02,2000-05-18,1999-01-01,Senior Staff
262472,Hugh,Gips,1964-07-16,2000-12-03,1999-01-01,Staff
262492,Remko,Nastansky,1957-08-31,2000-08-25,1999-01-01,Technique Leader
262524,Toshimi,Anandan,1955-06-02,2000-01-04,1999-01-01,Staff
262576,Hideyuki,Bernardeschi,1955-10-09,2000-10-21,2001-08-27,Engineer
262665,Theirry,Krone,1958-04-16,2000-08-18,1999-01-01,Technique Leader
262712,Eishiro,Noriega,1963-08-01,2000-12-05,1999-01-01,Staff
262795,Franziska,Eugenio,1964-10-08,2000-12-17,1999-01-01,Senior Engineer
262806,Yannik,Angelov,1955-10-07,2000-11-11,1999-01-01,Staff
263043,Paris,Tischendorf,1958-12-17,2000-06-21,1999-01-01,Senior Staff
263114,Karoline,Takkinen,1964-11-04,2000-05-24,1999-01-01,Staff
263151,Vugranam,DiGiano,1956-01-01,2000-10-08,1999-01-01,Engineer
263253,Jasminko,Ibel,1963-05-04,2000-05-09,1999-01-01,Senior Engineer
263280,Sungwon,Zambonelli,1958-12-06,2000-02-16,1999-01-01,Senior Engineer
263295,Magdalena,Coullard,1963-09-05,2000-01-11,1999-01-01,Engineer
263297,Ayakannu,Braunmuhl,1963-12-17,2000-12-17,1999-01-01,Engineer
263402,Magy,Templeman,1956-11-05,2000-09-23,1999-01-01,Engineer
263487,Ebru,Hooghiemstra,1961-05-27,2000-06-18,1999-01-01,Staff
263507,Masaki,Baik,1957-03-14,2000-01-31,2000-02-22,Staff
263635,Felicidad,Capobianchi,1963-07-13,2000-01-20,2001-03-03,Senior Staff
263700,Billie,Breugel,1964-12-06,2000-08-06,1999-01-01,Senior Staff
263718,Arup,Krone,1962-05-27,2000-01-20,1999-01-01,Staff
263803,Mandell,Zastre,1963-11-18,2000-04-10,1999-01-01,Engineer
263892,Elzbieta,Dymetman,1952-04-21,2000-10-18,1999-01-01,Staff
264113,Paddy,Pouyioutas,1956-10-27,2000-01-05,1999-01-01,Senior Engineer
264372,Khalid,Liesche,1955-08-01,2000-05-03,1999-01-01,Staff
264434,Mizuhito,Ghelli,1953-01-02,2000-09-18,1999-01-01,Senior Staff
264445,Jamaludin,Naumovich,1952-08-02,2000-01-18,2000-05-01,Engineer
264457,Bernice,Leivant,1956-04-22,2000-01-31,1999-01-01,Staff
264476,Demin,Papadias,1957-04-24,2000-05-16,1999-01-01,Senior Staff
264518,Fun,Pashtan,1954-07-20,2000-01-25,1999-01-01,Engineer
264771,Anwar,Tomescu,1959-04-21,2000-02-01,2000-05-30,Engineer
264787,Selwyn,Bergere,1953-06-28,2000-12-17,1999-01-01,Staff
264815,Tiina,Sigstam,1954-11-05,2000-01-11,1999-01-01,Engineer
264929,Yuichiro,Esteva,1952-02-22,2000-05-22,1999-01-01,Staff
264996,Gian,Avouris,1952-12-31,2000-12-25,1999-01-01,Technique Leader
265088,Shay,Bakhtari,1961-08-10,2000-01-05,2000-12-20,Staff
265151,Gurbir,Heinisuo,1952-07-14,2000-07-21,1999-01-01,Engineer
265172,Paris,Kropatsch,1962-08-27,2000-10-05,2001-09-14,Engineer
265180,Leif,Pena,1964-09-13,2000-05-05,1999-01-01,Staff
265199,Gina,Bugrara,1957-10-08,2000-12-20,1999-01-01,Senior Engineer
265220,Bodo,Beutelspacher,1956-05-20,2000-03-26,1999-01-01,Engineer
265257,Chenxi,Kilgour,1955-07-22,2000-01-26,2002-03-30,Engineer
265294,Saeed,Ballarin,1961-11-05,2000-08-20,1999-01-01,Engineer
265388,Qingxiang,Castellani,1960-04-03,2000-04-03,1999-01-01,Staff
265470,Marjo,Bael,1955-03-24,2000-01-05,2001-08-21,Assistant Engineer
265589,Jianhao,Perko,1956-10-21,2000-04-14,1999-01-01,Engineer
265696,Fayez,Jiang,1955-10-31,2000-11-17,1999-01-01,Senior Staff
265788,Christ,Benzaken,1962-07-31,2000-01-22,1999-01-01,Senior Staff
265826,Hiroyasu,Laurillard,1963-06-23,2000-07-21,1999-01-01,Senior Staff
265893,Kolar,Detkin,1952-02-26,2000-01-08,1999-01-01,Assistant Engineer
265947,Berni,Percebois,1954-10-23,2000-01-21,2001-07-11,Engineer
266060,Richara,Ranst,1955-02-27,2000-12-16,1999-01-01,Engineer
266196,Niclas,Vernadat,1958-07-03,2000-07-08,2002-02-07,Engineer
266246,Koichi,Erdmenger,1958-01-30,2000-10-10,1999-01-01,Senior Engineer
266267,Felicidad,Wossner,1962-02-26,2000-04-30,1999-01-01,Staff
266293,Randy,Walstra,1956-02-28,2000-01-27,2000-06-02,Staff
266324,Gully,Ramsak,1962-12-07,2000-01-30,1999-01-01,Staff
266326,Fumiko,Vural,1962-06-28,2000-01-03,1999-01-01,Staff
266361,Hironobu,Hoogerwoord,1961-05-31,2000-10-06,1999-01-01,Senior Staff
266462,Valdiodio,Fritzsche,1956-07-31,2000-09-20,1999-01-01,Staff
266524,Rutger,Rosaz,1956-04-05,2000-08-01,1999-01-01,Engineer
266530,Susumu,Rattan,1952-08-07,2000-01-04,1999-01-01,Senior Staff
266556,Katsuo,Bernardeschi,1964-10-03,2000-01-13,2002-06-12,Staff
266601,Tru,Kilgore,1952-04-07,2000-01-09,1999-01-01,Technique Leader
266631,Denny,Schiettecatte,1960-03-18,2000-01-23,1999-01-01,Engineer
266674,Taiji,Fontan,1956-08-01,2000-04-13,1999-01-01,Technique Leader
266702,Arlette,Alencar,1954-10-17,2000-07-10,2001-08-13,Engineer
266736,Satyanarayana,Zongker,1958-07-19,2000-01-27,2000-03-30,Engineer
266743,Jaber,Rajala,1957-12-14,2000-02-06,2002-04-03,Senior Staff
266839,Sashi,Savasere,1958-06-11,2000-01-02,1999-01-01,Staff
266899,Aksel,Lanteri,1964-09-19,2000-07-19,1999-01-01,Staff
266937,Lihong,Ranon,1962-02-24,2000-02-26,1999-01-01,Engineer
267005,Filipe,Condotta,1961-03-21,2000-05-23,1999-01-01,Senior Staff
267044,Francesca,Suwa,1962-03-02,2000-05-25,1999-01-01,Engineer
267078,Christ,Schwartzbauer,1960-10-12,2000-01-21,1999-01-01,Staff
267111,Nikolaus,Pero,1960-08-22,2000-07-13,2002-05-07,Senior Engineer
267129,Leon,Caine,1962-09-09,2000-08-27,1999-01-01,Engineer
267168,Rildo,Kroon,1962-11-22,2000-01-04,1999-01-01,Engineer
267179,Shichao,Sadowski,1953-02-15,2000-10-13,1999-01-01,Senior Engineer
267198,Przemyslawa,Casperson,1954-12-22,2000-09-23,1999-01-01,Senior Staff
267285,Kish,Teitelbaum,1952-08-12,2000-01-05,1999-01-01,Staff
267289,Srinidhi,Chinin,1958-11-13,2000-02-05,1999-01-01,Senior Staff
267427,Adly,Aloisi,1960-01-05,2000-01-15,2000-01-23,Senior Engineer
267445,Tristan,Stassinopoulos,1957-06-15,2000-09-01,1999-01-01,Engineer
267591,Sandeepan,Lieberherr,1959-06-11,2000-06-25,1999-01-01,Staff
267654,Zhiwei,Murtafg,1964-12-13,2000-01-29,1999-01-01,Staff
267675,Susuma,Gopalakrishnan,1964-02-28,2000-07-01,2001-03-23,Staff
267732,Gretta,Schapire,1958-09-06,2000-01-15,1999-01-01,Staff
267875,Remmert,Ghelli,1958-10-01,2000-01-15,1999-01-01,Assistant Engineer
267922,Turgut,Trachtenberg,1958-02-07,2000-06-26,1999-01-01,Engineer
268073,Ulises,Rebaine,1957-01-08,2000-12-27,1999-01-01,Engineer
268181,Golgen,Armand,1955-10-01,2000-01-25,2001-03-09,Senior Engineer
268193,Guadalupe,Siepmann,1964-07-05,2000-01-06,1999-01-01,Senior Staff
268279,Gita,Trogemann,1958-05-18,2000-05-18,2000-07-06,Staff
268347,Jiang,Angelov,1959-03-11,2000-10-31,1999-01-01,Assistant Engineer
268384,Aruna,Kambil,1953-04-16,2000-01-15,1999-01-01,Senior Staff
268451,Rasiah,Marciano,1963-08-02,2000-01-04,1999-01-01,Engineer
268475,Eldridge,Dredge,1954-04-23,2000-08-07,1999-01-01,Senior Engineer
268484,Geoffrey,Ouhyoung,1959-04-20,2000-10-03,2001-02-26,Engineer
268611,Christoper,Narlikar,1962-10-19,2000-01-03,2000-09-18,Technique Leader
268622,Weidon,Shihab,1964-06-07,2000-03-02,1999-01-01,Engineer
268698,Hercules,Streng,1955-06-15,2000-10-14,1999-01-01,Senior Staff
268732,Doowon,Magliocco,1953-01-08,2000-05-21,1999-01-01,Staff
268793,Bernt,McFarlan,1958-07-22,2000-01-12,1999-01-01,Staff
268824,Chiranjit,Randt,1957-06-19,2000-01-16,1999-01-01,Senior Engineer
268895,Nectarios,Eiron,1958-10-22,2000-06-27,2001-04-20,Engineer
269035,Abdelwaheb,Straney,1961-04-27,2000-01-18,1999-01-01,Engineer
269040,Insup,Conti,1962-01-30,2000-09-10,1999-01-01,Senior Engineer
269082,Sergi,Burnard,1962-08-01,2000-01-28,1999-01-01,Engineer
269134,Serge,Barriga,1953-10-04,2000-01-16,1999-01-01,Senior Staff
269174,Narain,Pearson,1960-01-12,2000-01-16,1999-01-01,Engineer
269184,King,Gonthier,1953-01-27,2000-10-17,1999-01-01,Engineer
269195,Bouchung,Lalonde,1955-08-01,2000-02-25,1999-01-01,Staff
269345,Reuven,Farrag,1953-04-06,2000-09-10,1999-01-01,Engineer
269354,Teunis,Minakawa,1960-11-05,2000-01-16,1999-01-01,Senior Engineer
269360,Moon,Bharadwaj,1961-02-26,2000-01-12,1999-01-01,Engineer
269384,Emran,Mandell,1956-04-17,2000-01-10,1999-01-01,Senior Engineer
269392,Jaana,Polupanov,1953-05-12,2000-01-24,1999-01-01,Staff
269414,Izaskun,Khalil,1954-07-22,2000-07-19,1999-01-01,Senior Engineer
269585,Jianhao,Marletta,1957-05-17,2000-01-01,1999-01-01,Engineer
269780,Weijing,Terkki,1952-05-27,2000-01-17,2001-12-30,Engineer
269840,Jianhua,Rullman,1956-10-17,2000-01-01,1999-01-01,Staff
269898,Unal,Castellani,1953-05-12,2000-02-01,1999-01-01,Staff
269938,Arlette,Czap,1960-09-16,2000-06-07,2000-12-12,Engineer
269966,Arra,Vadhan,1964-10-11,2000-12-20,1999-01-01,Senior Staff
269983,Oguz,Narwekar,1964-10-10,2000-01-02,1999-01-01,Staff
270099,Krister,Rosaz,1955-03-25,2000-01-04,1999-01-01,Staff
270222,JoAnna,Feinberg,1959-04-26,2000-11-07,1999-01-01,Senior Engineer
270380,Kyoichi,Gips,1961-09-22,2000-05-29,2001-07-03,Staff
270446,Christfried,Krybus,1964-12-06,2000-12-10,1999-01-01,Senior Staff
270539,Przemyslawa,Chelton,1961-01-31,2000-10-16,1999-01-01,Engineer
270588,Shaunak,Fandrianto,1960-03-26,2000-01-24,2001-01-18,Engineer
270600,Marin,Grandbois,1962-10-20,2000-08-31,1999-01-01,Technique Leader
270603,Kwok,Cangellaris,1961-11-22,2000-01-21,2000-12-10,Engineer
270611,Padma,Ashish,1960-09-01,2000-01-06,1999-01-01,Senior Engineer
270622,Feiyu,Bierbaum,1956-04-10,2000-02-15,1999-01-01,Senior Staff
270659,Jessie,Ranum,1952-05-10,2000-12-04,1999-01-01,Engineer
270675,Ugo,Scallan,1963-08-02,2000-01-29,1999-01-01,Senior Staff
270751,Mansur,Cochrane,1964-12-05,2000-01-17,1999-01-01,Staff
270821,Hatem,Bierbaum,1965-01-21,2000-03-26,2000-04-11,Staff
271010,Ortrud,Lorie,1959-09-17,2000-01-07,2000-03-20,Technique Leader
271105,Duangkaew,Rodiger,1964-10-22,2000-01-31,2001-12-29,Staff
271125,Khun,Birnbaum,1953-08-20,2000-01-10,1999-01-01,Staff
271127,Sham,Iisaka,1956-04-13,2000-08-07,1999-01-01,Senior Staff
271173,Jenwei,Setia,1960-11-12,2000-08-12,1999-01-01,Senior Engineer
271202,Aamod,Ponthieu,1958-05-13,2000-12-09,1999-01-01,Staff
271283,Abdelghani,Karnin,1954-03-16,2000-08-17,1999-01-01,Technique Leader
271293,Gianluca,Chvatal,1958-04-28,2000-09-20,1999-01-01,Staff
271294,Udaiprakash,Magalhaes,1960-04-25,2000-01-31,1999-01-01,Engineer
271396,Remmert,DuBourdieux,1963-07-26,2000-01-10,1999-01-01,Senior Staff
271473,Garnik,Garnick,1962-10-03,2000-05-28,1999-01-01,Engineer
271484,Shaowei,Rajaraman,1961-12-06,2000-09-10,1999-01-01,Engineer
271509,Roded,Hiroyama,1955-08-05,2000-01-16,2001-12-31,Engineer
271626,Gretta,Kandlur,1960-06-30,2000-01-08,1999-01-01,Senior Engineer
271664,Eben,Zizka,1962-09-04,2000-12-03,1999-01-01,Senior Staff
271749,Shin,Ouhyoung,1959-04-25,2000-01-14,1999-01-01,Staff
271799,Marco,Barreiro,1959-03-24,2000-02-26,1999-01-01,Staff
271847,Valdiodio,Takanami,1955-04-29,2000-06-26,1999-01-01,Senior Staff
271878,Sanjeeva,Bauknecht,1961-09-01,2000-02-18,1999-01-01,Engineer
271946,Susanta,Hempstead,1963-06-05,2000-11-13,1999-01-01,Staff
271984,Bikash,Doering,1964-12-04,2000-11-06,2001-07-04,Senior Staff
271992,Zita,Doering,1953-07-27,2000-12-10,1999-01-01,Senior Staff
272020,Marc,Uludag,1957-07-21,2000-01-30,1999-01-01,Engineer
272021,Baoqiu,Asrin,1955-04-18,2000-01-19,1999-01-01,Senior Staff
272043,Adly,Budinsky,1960-05-19,2000-01-18,2002-04-03,Engineer
272218,Neelam,Ghazalie,1956-05-12,2000-10-26,1999-01-01,Engineer
272227,Gil,Trachtenberg,1954-03-07,2000-12-03,1999-01-01,Senior Staff
272235,Munehiko,Whitcomb,1957-06-01,2000-01-22,1999-01-01,Senior Staff
272237,Hercules,Setiz,1960-02-11,2000-12-17,1999-01-01,Assistant Engineer
272248,Make,Schwaller,1955-07-20,2000-03-16,1999-01-01,Senior Engineer
272301,Chenxi,Roohalamini,1964-02-07,2000-09-15,1999-01-01,Engineer
272433,Nobuyoshi,Lamba,1952-06-09,2000-11-21,1999-01-01,Senior Staff
272436,Muneo,Lieblein,1953-05-01,2000-01-12,2000-09-03,Senior Engineer
272481,Satoru,Benveniste,1957-05-04,2000-09-10,1999-01-01,Senior Engineer
272593,Parto,Sidou,1957-05-16,2000-12-20,2001-04-30,Staff
272604,Xiaoheng,Belinskaya,1952-08-15,2000-11-28,1999-01-01,Staff
272641,Dmitri,Sadowski,1963-12-24,2000-01-13,1999-01-01,Engineer
272669,Bodh,Mapelli,1962-08-30,2000-01-13,1999-01-01,Engineer
272749,Huan,Papastamatiou,1958-10-04,2000-07-24,1999-01-01,Assistant Engineer
272879,Ashish,Fontet,1959-02-05,2000-01-11,1999-01-01,Staff
272920,Kristina,Kalloufi,1964-08-22,2000-01-06,2001-11-22,Senior Engineer
272928,Mokhtar,Seghrouchni,1957-11-20,2000-01-20,1999-01-01,Technique Leader
272974,Waiman,Klerer,1955-01-26,2000-10-18,1999-01-01,Senior Staff
273016,Jacopo,Lukaszewicz,1960-03-29,2000-05-07,1999-01-01,Engineer
273101,Tuval,Savasere,1959-10-10,2000-09-13,1999-01-01,Assistant Engineer
273112,Charlene,Andreotta,1956-09-30,2000-01-27,1999-01-01,Engineer
273227,Ulf,Bratten,1954-06-30,2000-01-30,1999-01-01,Staff
273341,Leszek,Ariola,1960-09-10,2000-02-29,1999-01-01,Staff
273418,Valery,Peck,1963-07-07,2000-01-17,2001-03-28,Engineer
273436,Masanao,Detkin,1963-03-23,2000-04-01,1999-01-01,Staff
273639,Aron,Veeraraghavan,1955-03-29,2000-01-16,2002-03-03,Staff
273683,Shawna,Covnot,1962-07-13,2000-12-01,1999-01-01,Staff
273839,Turgut,Heemskerk,1963-01-07,2000-05-27,1999-01-01,Staff
273849,Stella,Lorcy,1963-07-22,2000-10-25,1999-01-01,Senior Staff
273886,Woody,Munoz,1962-10-20,2000-07-29,2001-11-04,Senior Staff
273905,Gadiel,Karunanithi,1960-05-06,2000-09-12,1999-01-01,Staff
274002,Taisook,Milicia,1952-09-02,2000-08-28,1999-01-01,Staff
274021,Hitomi,Poulakidas,1960-09-07,2000-02-18,1999-01-01,Engineer
274049,Gill,Rohrbach,1954-10-13,2000-05-02,1999-01-01,Senior Staff
274353,Dharmaraja,Cochrane,1957-07-09,2000-01-04,1999-01-01,Engineer
274361,Giap,Duclos,1960-09-15,2000-01-12,2000-06-02,Engineer
274479,Gou,Armand,1957-05-11,2000-01-13,1999-01-01,Engineer
274491,Marek,Delaune,1959-07-23,2000-05-23,1999-01-01,Technique Leader
274501,Sasan,Molenaar,1959-12-27,2000-03-25,1999-01-01,Engineer
274566,Youngkon,Berstel,1963-04-25,2000-11-26,1999-01-01,Staff
274653,Jaewon,Strandh,1962-05-15,2000-01-28,1999-01-01,Engineer
274660,Mohua,Tasistro,1963-02-06,2000-11-17,1999-01-01,Engineer
274685,Weiye,Gyorkos,1960-08-15,2000-07-30,1999-01-01,Engineer
274688,Xiaoheng,Schwartzbauer,1962-09-27,2000-01-16,1999-01-01,Staff
274694,Youssef,Shimshoni,1961-02-20,2000-08-08,2002-07-12,Staff
274703,Youjian,Hockney,1964-07-12,2000-08-12,1999-01-01,Senior Engineer
274710,Arfst,Lubachevsky,1952-11-30,2000-01-20,1999-01-01,Senior Staff
274810,Niclas,Serot,1962-07-17,2000-01-31,2001-12-17,Assistant Engineer
274868,Leen,Pillow,1954-10-14,2000-06-27,1999-01-01,Senior Staff
274876,Jiang,Raney,1960-10-06,2000-01-31,2000-02-25,Assistant Engineer
274878,Mitsuyuki,Baby,1963-03-23,2000-03-20,1999-01-01,Senior Staff
274879,Kwangho,Skafidas,1954-09-09,2000-02-01,1999-01-01,Engineer
274889,Conor,Pluym,1963-05-12,2000-02-23,1999-01-01,Senior Staff
274941,Macha,Garigliano,1960-04-13,2000-01-18,1999-01-01,Staff
274959,Gaurav,Kalloufi,1960-06-22,2000-02-01,1999-01-01,Senior Engineer
274995,Beshir,Hellwagner,1959-06-23,2000-01-21,1999-01-01,Technique Leader
275006,Abdelkader,Pillow,1956-11-29,2000-02-23,2001-12-09,Staff
275038,Shahar,Shumilov,1963-04-11,2000-10-27,1999-01-01,Senior Engineer
275056,Haldun,Ruther,1956-04-01,2000-04-26,1999-01-01,Engineer
275058,Zvonko,Buchter,1964-11-22,2000-01-27,1999-01-01,Engineer
275197,Brendon,Yurek,1964-06-10,2000-08-13,1999-01-01,Senior Staff
275240,Along,Samarati,1961-11-27,2000-01-21,1999-01-01,Assistant Engineer
